Account ID,Account Owner Region,Account Name,Type,Sub Type,Support SDR,Billing Country,Industry,Employees,Account Propensity Score (APS),Global 2000 Rank,Expected SDR Assignment ,Match/Mismatch
130193,EMEACommercial,Company 6738,Prospect,Suspect,Comm Rep,Poland,,2,9,,Comm Rep,Match
130194,EMEACommercial,Company 6739,Prospect,Suspect,Comm Rep,Israel,Software - B2B,30,44,,Comm Rep,Match
130195,EMEACommercial,Company 6740,Prospect,Suspect,Comm Rep,Poland,Regional Commercial & Retail Banks,150,33,,Comm Rep,Match
130196,EMEACommercial,Company 6741,Prospect,Suspect,Comm Rep,Israel,,12,32,,Comm Rep,Match
130197,EMEACommercial,Company 6742,Prospect,Suspect,Comm Rep,Poland,Video & Online Gaming,1,7,,Comm Rep,Match
130198,EMEACommercial,Company 6743,Prospect,Suspect,Comm Rep,Israel,,6,54,,Comm Rep,Match
130199,EMEACommercial,Company 6744,Prospect,Suspect,Comm Rep,Poland,Software - B2B,14,23,,Comm Rep,Match
130200,EMEACommercial,Company 6745,Prospect,Suspect,Comm Rep,Israel,Media & Streaming,770,96,,SDR,Mismatch
130201,EMEACommercial,Company 6746,Prospect,Suspect,Comm Rep,Poland,Other Travel and Hospitality,1,13,,Comm Rep,Match
130202,EMEACommercial,Company 6747,Prospect,Suspect,Comm Rep,Israel,Software - B2B,1,22,,Comm Rep,Match
130203,EMEACommercial,Company 6748,Prospect,Suspect,Comm Rep,Poland,Media & Streaming,7,8,,Comm Rep,Match
130204,EMEACommercial,Company 6749,Prospect,Suspect,Comm Rep,Israel,Software - B2B,30,48,,Comm Rep,Match
130205,EMEACommercial,Company 6750,Prospect,Suspect,Comm Rep,Poland,Life Sciences Tech,19,15,,Comm Rep,Match
130206,EMEACommercial,Company 6751,Prospect,Suspect,Comm Rep,Israel,Software - B2C,9,16,,Comm Rep,Match
130207,EMEACommercial,Company 6752,Prospect,Suspect,Comm Rep,Poland,Media & Streaming,1,15,,Comm Rep,Match
130208,EMEACommercial,Company 6753,Prospect,Suspect,Comm Rep,Israel,,36,67,,Comm Rep,Match
130209,EMEACommercial,Company 6754,Prospect,Suspect,Comm Rep,Poland,Software - B2B,8,36,,Comm Rep,Match
130210,EMEACommercial,Company 6755,Prospect,Suspect,Comm Rep,Israel,Professional Services,82,43,,Comm Rep,Match
130211,EMEACommercial,Company 6756,Prospect,Suspect,Comm Rep,Poland,Software - B2B,14,3,,Comm Rep,Match
130212,EMEACommercial,Company 6757,Prospect,Suspect,Comm Rep,Israel,Software - B2B,2,31,,Comm Rep,Match
130213,EMEACommercial,Company 6758,Prospect,Suspect,Comm Rep,Poland,Software - B2B,5,11,,Comm Rep,Match
130214,EMEACommercial,Company 6759,Prospect,Suspect,Comm Rep,Netherlands,Software - B2B,12,42,,Comm Rep,Match
130215,EMEACommercial,Company 6760,Prospect,Suspect,Comm Rep,Poland,HCLS Other,6,12,,Comm Rep,Match
130216,EMEACommercial,Company 6761,Prospect,Suspect,Comm Rep,Israel,,1,20,,Comm Rep,Match
130217,EMEACommercial,Company 6762,Prospect,Suspect,Comm Rep,Poland,Software - B2C,14,18,,Comm Rep,Match
130218,EMEACommercial,Company 6763,Prospect,Suspect,Comm Rep,Israel,,11,27,,Comm Rep,Match
130219,EMEACommercial,Company 6764,Prospect,Suspect,Comm Rep,Poland,Technology Hardware,7,8,,Comm Rep,Match
130220,EMEACommercial,Company 6765,Prospect,Suspect,Comm Rep,Israel,"Activities, Parks, Attractions",26,25,,Comm Rep,Match
130221,EMEACommercial,Company 6766,Prospect,Suspect,Comm Rep,Poland,Industrial Goods,4,39,,Comm Rep,Match
130222,EMEACommercial,Company 6767,Prospect,Suspect,Comm Rep,Israel,Software - B2B,2,22,,Comm Rep,Match
130223,EMEACommercial,Company 6768,Prospect,Suspect,Comm Rep,Poland,Agriculture,4,39,,Comm Rep,Match
130224,EMEACommercial,Company 6769,Prospect,Suspect,Comm Rep,Israel,Software - B2B,70,38,,Comm Rep,Match
130225,EMEACommercial,Company 6770,Prospect,Suspect,Comm Rep,Poland,Software - B2B,6,20,,Comm Rep,Match
130226,EMEACommercial,Company 6771,Prospect,Suspect,Comm Rep,Netherlands,Media & Streaming,5,49,,Comm Rep,Match
130227,EMEACommercial,Company 6772,Prospect,Suspect,Comm Rep,Poland,Technology Hardware,2,9,,Comm Rep,Match
130228,EMEACommercial,Company 6773,Prospect,Suspect,Comm Rep,Israel,Insurance,12,56,,Comm Rep,Match
130229,EMEACommercial,Company 6774,Prospect,Suspect,Comm Rep,Poland,Software - B2B,15,64,,Comm Rep,Match
130230,EMEACommercial,Company 6775,Prospect,Suspect,Comm Rep,Israel,Media & Streaming,21,85,,Comm Rep,Match
130231,EMEACommercial,Company 6776,Prospect,Suspect,Comm Rep,Poland,Wealth & Asset Management,23,62,,Comm Rep,Match
130232,EMEACommercial,Company 6777,Prospect,Suspect,Comm Rep,Israel,,1,44,,Comm Rep,Match
130233,EMEACommercial,Company 6778,Prospect,Suspect,Comm Rep,Poland,Media & Streaming,64,1,,Comm Rep,Match
130234,EMEACommercial,Company 6779,Prospect,Suspect,Comm Rep,Israel,Construction,3,52,,Comm Rep,Match
130235,EMEACommercial,Company 6780,Prospect,Suspect,Comm Rep,Poland,Software - B2B,11,21,,Comm Rep,Match
130236,EMEACommercial,Company 6781,Prospect,Suspect,Comm Rep,Israel,Software - B2C,2,16,,Comm Rep,Match
130237,EMEACommercial,Company 6782,Prospect,Suspect,Comm Rep,Poland,Technology Hardware,25,10,,Comm Rep,Match
130238,EMEACommercial,Company 6783,Prospect,Suspect,Comm Rep,Israel,K-12 & Higher Education,270,42,,Comm Rep,Match
130239,EMEACommercial,Company 6784,Prospect,Suspect,Comm Rep,Poland,Life Sciences,7,22,,Comm Rep,Match
130240,EMEACommercial,Company 6785,Prospect,Suspect,Comm Rep,Netherlands,Media & Streaming,47,64,,Comm Rep,Match
130241,EMEACommercial,Company 6786,Prospect,Suspect,Comm Rep,Poland,,18,69,,Comm Rep,Match
130242,EMEACommercial,Company 6787,Prospect,Suspect,Comm Rep,Israel,Software - B2B,12,44,,Comm Rep,Match
130243,EMEACommercial,Company 6788,Prospect,Suspect,Comm Rep,Poland,Technology Hardware,12,25,,Comm Rep,Match
130244,EMEACommercial,Company 6789,Prospect,Suspect,Comm Rep,Israel,Softlines,5,12,,Comm Rep,Match
130245,EMEACommercial,Company 6790,Prospect,Suspect,Comm Rep,Poland,Software - B2C,41,12,,Comm Rep,Match
130246,EMEACommercial,Company 6791,Prospect,Suspect,Comm Rep,Israel,,74,30,,Comm Rep,Match
130247,EMEACommercial,Company 6792,Prospect,Suspect,Comm Rep,Poland,Life Sciences Tech,37,82,,Comm Rep,Match
130248,EMEACommercial,Company 6793,Prospect,Suspect,Comm Rep,Israel,Logistics & Service Providers,43,58,,Comm Rep,Match
130249,EMEACommercial,Company 6794,Prospect,Suspect,Comm Rep,Poland,Software - B2B,2,4,,Comm Rep,Match
130250,EMEACommercial,Company 6795,Prospect,Suspect,Comm Rep,Israel,Media & Streaming,8,50,,Comm Rep,Match
130251,EMEACommercial,Company 6796,Prospect,Suspect,Comm Rep,Poland,Software - B2B,48,37,,Comm Rep,Match
130252,EMEACommercial,Company 6797,Prospect,Suspect,Comm Rep,Israel,Professional Services,99,64,,Comm Rep,Match
130253,EMEACommercial,Company 6798,Prospect,Suspect,Comm Rep,Poland,Retailers & eCommerce,6,15,,Comm Rep,Match
130254,EMEACommercial,Company 6799,Prospect,Suspect,Comm Rep,Israel,Software - B2B,90,51,,Comm Rep,Match
130255,EMEACommercial,Company 6800,Prospect,Suspect,Comm Rep,Poland,Software - B2B,33,58,,Comm Rep,Match
130256,EMEACommercial,Company 6801,Prospect,Suspect,Comm Rep,Netherlands,AdTech & MarTech,40,58,,Comm Rep,Match
130257,EMEACommercial,Company 6802,Prospect,Suspect,Comm Rep,Poland,Software - B2B,363,63,,Comm Rep,Match
130258,EMEACommercial,Company 6803,Prospect,Suspect,Comm Rep,Netherlands,Software - B2B,5,24,,Comm Rep,Match
130259,EMEACommercial,Company 6804,Prospect,Suspect,Comm Rep,Poland,Healthcare Providers,82,84,,Comm Rep,Match
130260,EMEACommercial,Company 6805,Prospect,Suspect,Comm Rep,Netherlands,Software - B2B,7,30,,Comm Rep,Match
130261,EMEACommercial,Company 6806,Prospect,Suspect,Comm Rep,Poland,HCLS Other,55,42,,Comm Rep,Match
130262,EMEACommercial,Company 6807,Prospect,Suspect,Comm Rep,Netherlands,Agencies,114,93,,Comm Rep,Match
130263,EMEACommercial,Company 6808,Prospect,Suspect,Comm Rep,Poland,Power & Utilities,1,6,,Comm Rep,Match
130264,EMEACommercial,Company 6809,Prospect,Suspect,Comm Rep,Israel,Software - B2B,3463,100,,SDR,Mismatch
130265,EMEACommercial,Company 6810,Prospect,Suspect,Comm Rep,Poland,,157,64,,Comm Rep,Match
130266,EMEACommercial,Company 6811,Prospect,Suspect,Comm Rep,Israel,Nonprofit Organization,2,51,,Comm Rep,Match
130267,EMEACommercial,Company 6812,Prospect,Suspect,Comm Rep,Poland,"Grocery, Consumables, Food & Beverage",121,33,-1,Comm Rep,Match
130268,EMEACommercial,Company 6813,Prospect,Suspect,Comm Rep,Israel,,12,21,,Comm Rep,Match
130269,EMEACommercial,Company 6814,Prospect,Suspect,Comm Rep,Poland,Software - B2B,4,83,,Comm Rep,Match
130270,EMEACommercial,Company 6815,Prospect,Suspect,Comm Rep,Israel,"Activities, Parks, Attractions",1,45,,Comm Rep,Match
130271,EMEACommercial,Company 6816,Prospect,Suspect,Comm Rep,Poland,Other Travel and Hospitality,15,62,,Comm Rep,Match
130272,EMEACommercial,Company 6817,Prospect,Suspect,Comm Rep,Israel,,8,14,,Comm Rep,Match
130273,EMEACommercial,Company 6818,Prospect,Suspect,Comm Rep,Poland,Software - B2B,243,77,,Comm Rep,Match
130274,EMEACommercial,Company 6819,Prospect,Suspect,Comm Rep,Israel,Software - B2B,39,28,,Comm Rep,Match
130275,EMEACommercial,Company 6820,Prospect,Suspect,Comm Rep,Poland,,,5,,Unknown,Mismatch
130276,EMEACommercial,Company 6821,Prospect,Suspect,Comm Rep,Israel,,204,76,,Comm Rep,Match
130277,EMEACommercial,Company 6822,Prospect,Suspect,Comm Rep,Poland,Software - B2C,8,3,,Comm Rep,Match
130278,EMEACommercial,Company 6823,Prospect,Suspect,Comm Rep,Israel,Software - B2B,3,31,,Comm Rep,Match
130279,EMEACommercial,Company 6824,Prospect,Suspect,Comm Rep,Poland,Software - B2B,5,8,,Comm Rep,Match
130280,EMEACommercial,Company 6825,Prospect,Suspect,Comm Rep,Israel,,33,48,,Comm Rep,Match
130281,EMEACommercial,Company 6826,Prospect,Suspect,Comm Rep,Poland,Consulting,5,10,,Comm Rep,Match
130282,EMEACommercial,Company 6827,Prospect,Suspect,Comm Rep,Israel,Regional Commercial & Retail Banks,49,42,,Comm Rep,Match
130283,EMEACommercial,Company 6828,Prospect,Suspect,Comm Rep,Poland,Hardlines,144,6,,Comm Rep,Match
130284,EMEACommercial,Company 6829,Prospect,Suspect,Comm Rep,Israel,Regional Commercial & Retail Banks,7,38,,Comm Rep,Match
130285,EMEACommercial,Company 6830,Prospect,Suspect,Comm Rep,Poland,Software - B2B,1,25,,Comm Rep,Match
130286,EMEACommercial,Company 6831,Prospect,Suspect,Comm Rep,Israel,Software - B2B,53,65,,Comm Rep,Match
130287,EMEACommercial,Company 6832,Prospect,Suspect,Comm Rep,Poland,,,41,,Unknown,Mismatch
130288,EMEACommercial,Company 6833,Prospect,Suspect,Comm Rep,Israel,Wealth & Asset Management,370,46,,Comm Rep,Match
130289,EMEACommercial,Company 6834,Prospect,Suspect,Comm Rep,Poland,Retailers & eCommerce,3,26,,Comm Rep,Match
130290,EMEACommercial,Company 6835,Prospect,Suspect,Comm Rep,Israel,,4,45,,Comm Rep,Match
130291,EMEACommercial,Company 6836,Prospect,Suspect,Comm Rep,Poland,Software - B2B,7,5,,Comm Rep,Match
130292,EMEACommercial,Company 6837,Prospect,Suspect,Comm Rep,Israel,,867,86,,SDR,Mismatch
130293,EMEACommercial,Company 6838,Prospect,Suspect,Comm Rep,Poland,Software - B2B,6,21,,Comm Rep,Match
130294,EMEACommercial,Company 6839,Prospect,Suspect,Comm Rep,Israel,Wealth & Asset Management,19,31,,Comm Rep,Match
130295,EMEACommercial,Company 6840,Prospect,Suspect,Comm Rep,Poland,Life Sciences Tech,6,18,,Comm Rep,Match
130296,EMEACommercial,Company 6841,Prospect,Suspect,Comm Rep,Israel,Regional Commercial & Retail Banks,7,42,,Comm Rep,Match
130297,EMEACommercial,Company 6842,Prospect,Suspect,Comm Rep,Poland,"Activities, Parks, Attractions",5,5,,Comm Rep,Match
130298,EMEACommercial,Company 6843,Prospect,Suspect,Comm Rep,Israel,,2,38,,Comm Rep,Match
130299,EMEACommercial,Company 6844,Prospect,Suspect,Comm Rep,Palestine,,,11,,Unknown,Mismatch
130300,EMEACommercial,Company 6845,Prospect,Suspect,Comm Rep,Israel,Regional Commercial & Retail Banks,1,43,,Comm Rep,Match
130301,EMEACommercial,Company 6846,Prospect,Suspect,Comm Rep,Oman,,,24,,Unknown,Mismatch
130302,EMEACommercial,Company 6847,Prospect,Suspect,Comm Rep,Israel,Software - B2C,17,24,,Comm Rep,Match
130303,EMEACommercial,Company 6848,Prospect,Suspect,Comm Rep,Oman,Retailers & eCommerce,6,3,,Comm Rep,Match
130304,EMEACommercial,Company 6849,Prospect,Suspect,Comm Rep,Israel,Regional Commercial & Retail Banks,11,48,,Comm Rep,Match
130305,EMEACommercial,Company 6850,Prospect,Suspect,Comm Rep,Uganda,Other Private Service,350,7,,Comm Rep,Match
130306,EMEACommercial,Company 6851,Prospect,Suspect,Comm Rep,Israel,Regional Commercial & Retail Banks,21,42,,Comm Rep,Match
130307,EMEACommercial,Company 6852,Prospect,Suspect,Comm Rep,Uganda,,,38,,Unknown,Mismatch
130308,EMEACommercial,Company 6853,Prospect,Suspect,Comm Rep,Israel,,2433,89,,SDR,Mismatch
130309,EMEACommercial,Company 6854,Prospect,Suspect,Comm Rep,Uganda,Software - B2B,1,15,,Comm Rep,Match
130310,EMEACommercial,Company 6855,Customer,On Demand,Comm Rep,Georgia,Software - B2B,21,92,,Comm Rep,Match
130311,EMEACommercial,Company 6856,Prospect,Suspect,Comm Rep,Uganda,"Logistics, Transportation & Supply Chain",25,24,,Comm Rep,Match
130312,EMEACommercial,Company 6857,Prospect,Suspect,Comm Rep,Netherlands,Media & Streaming,13,58,,Comm Rep,Match
130313,EMEACommercial,Company 6858,Prospect,Suspect,Comm Rep,Uganda,,,22,,Unknown,Mismatch
130314,EMEACommercial,Company 6859,Prospect,Suspect,Comm Rep,Netherlands,Software - B2B,41,38,,Comm Rep,Match
130315,EMEACommercial,Company 6860,Prospect,Suspect,Comm Rep,Uganda,,24,40,,Comm Rep,Match
130316,EMEACommercial,Company 6861,Prospect,Suspect,Comm Rep,Netherlands,Software - B2B,14,45,,Comm Rep,Match
130317,EMEACommercial,Company 6862,Prospect,Suspect,Comm Rep,Turkey,,,31,,Unknown,Mismatch
130318,EMEACommercial,Company 6863,Prospect,Suspect,Comm Rep,Israel,Wealth & Asset Management,5,15,,Comm Rep,Match
130319,EMEACommercial,Company 6864,Prospect,Suspect,Comm Rep,Turkey,Retailers & eCommerce,10,20,,Comm Rep,Match
130320,EMEACommercial,Company 6865,Prospect,Suspect,Comm Rep,Belgium,Video & Online Gaming,1,50,,Comm Rep,Match
130321,EMEACommercial,Company 6866,Prospect,Suspect,Comm Rep,Turkey,Retailers & eCommerce,2,26,,Comm Rep,Match
130322,EMEACommercial,Company 6867,Prospect,Suspect,Comm Rep,Belgium,Video & Online Gaming,3,37,,Comm Rep,Match
130323,EMEACommercial,Company 6868,Prospect,Suspect,Comm Rep,Turkey,,,19,,Unknown,Mismatch
130324,EMEACommercial,Company 6869,Prospect,Suspect,Comm Rep,Belgium,Video & Online Gaming,54,20,,Comm Rep,Match
130325,EMEACommercial,Company 6870,Prospect,Suspect,Comm Rep,Turkey,,,12,,Unknown,Mismatch
130326,EMEACommercial,Company 6871,Prospect,Suspect,Comm Rep,Netherlands,Video & Online Gaming,91,36,,Comm Rep,Match
130327,EMEACommercial,Company 6872,Prospect,Suspect,Comm Rep,Turkey,,,16,,Unknown,Mismatch
130328,EMEACommercial,Company 6873,Prospect,Suspect,Comm Rep,Netherlands,Video & Online Gaming,30,23,,Comm Rep,Match
130329,EMEACommercial,Company 6874,Prospect,Suspect,Comm Rep,Turkey,,,28,,Unknown,Mismatch
130330,EMEACommercial,Company 6875,Prospect,Suspect,Comm Rep,Netherlands,Video & Online Gaming,7,38,,Comm Rep,Match
130331,EMEACommercial,Company 6876,Prospect,Suspect,Comm Rep,Turkey,Retailers & eCommerce,11,76,,Comm Rep,Match
130332,EMEACommercial,Company 6877,Prospect,Suspect,Comm Rep,Netherlands,Video & Online Gaming,13,47,,Comm Rep,Match
130333,EMEACommercial,Company 6878,Prospect,Suspect,Comm Rep,Turkey,"Grocery, Consumables, Food & Beverage",20,27,,Comm Rep,Match
130334,EMEACommercial,Company 6879,Prospect,Suspect,Comm Rep,Netherlands,Video & Online Gaming,36,53,,Comm Rep,Match
130335,EMEACommercial,Company 6880,Prospect,Suspect,Comm Rep,Turkey,,1,11,,Comm Rep,Match
130336,EMEACommercial,Company 6881,Prospect,Suspect,Comm Rep,Netherlands,Video & Online Gaming,22,43,,Comm Rep,Match
130337,EMEACommercial,Company 6882,Prospect,Suspect,Comm Rep,Turkey,,,16,,Unknown,Mismatch
130338,EMEACommercial,Company 6883,Prospect,Suspect,Comm Rep,Netherlands,Video & Online Gaming,11,38,,Comm Rep,Match
130339,EMEACommercial,Company 6884,Prospect,Suspect,Comm Rep,Turkey,Retailers & eCommerce,2,20,,Comm Rep,Match
130340,EMEACommercial,Company 6885,Prospect,Suspect,Comm Rep,Netherlands,Video & Online Gaming,124,68,1851,Comm Rep,Match
130341,EMEACommercial,Company 6886,Prospect,Suspect,Comm Rep,Turkey,,,4,,Unknown,Mismatch
130342,EMEACommercial,Company 6887,Prospect,Suspect,Comm Rep,Netherlands,Video & Online Gaming,3,19,,Comm Rep,Match
130343,EMEACommercial,Company 6888,Prospect,Suspect,Comm Rep,Turkey,,14,41,,Comm Rep,Match
130344,EMEACommercial,Company 6889,Prospect,Suspect,Comm Rep,Belgium,Video & Online Gaming,3,10,,Comm Rep,Match
130345,EMEACommercial,Company 6890,Prospect,Suspect,Comm Rep,Gibraltar,Consulting,243,51,,Comm Rep,Match
130346,EMEACommercial,Company 6891,Prospect,Suspect,Comm Rep,Netherlands,Video & Online Gaming,73,57,,Comm Rep,Match
130347,EMEACommercial,Company 6892,Prospect,Suspect,Comm Rep,Switzerland,Logistics & Service Providers,85,73,,Comm Rep,Match
130348,EMEACommercial,Company 6893,Prospect,Suspect,Comm Rep,Belgium,Video & Online Gaming,18,18,,Comm Rep,Match
130349,EMEACommercial,Company 6894,Prospect,Suspect,Comm Rep,United States,Software - B2B,1,47,,Comm Rep,Match
130350,EMEACommercial,Company 6895,Prospect,Suspect,Comm Rep,Netherlands,Media & Streaming,63,82,,Comm Rep,Match
130351,EMEACommercial,Company 6896,Prospect,Suspect,Comm Rep,South Africa,Software - B2B,9045,49,,SDR,Mismatch
130352,EMEACommercial,Company 6897,Prospect,Suspect,Comm Rep,Netherlands,Video & Online Gaming,70,20,,Comm Rep,Match
130353,EMEACommercial,Company 6898,Prospect,Suspect,Comm Rep,United Arab Emirates,Software - B2C,1,54,,Comm Rep,Match
130354,EMEACommercial,Company 6899,Prospect,Suspect,Comm Rep,Israel,,65392,69,,SDR,Mismatch
130355,EMEACommercial,Company 6900,Prospect,Suspect,Comm Rep,United Arab Emirates,Federal & National Government,125,90,,Comm Rep,Match
130356,EMEACommercial,Company 6901,Prospect,Suspect,Comm Rep,Romania,Software - B2B,3,43,,Comm Rep,Match
130357,EMEACommercial,Company 6902,Prospect,Suspect,Comm Rep,Poland,Retailers & eCommerce,69,79,,Comm Rep,Match
130358,EMEACommercial,Company 6903,Self Service,On Demand,Comm Rep,Israel,Software - B2B,13,26,,Comm Rep,Match
130359,EMEACommercial,Company 6904,Prospect,Suspect,Comm Rep,Seychelles,Wealth & Asset Management,60,46,,Comm Rep,Match
130360,EMEACommercial,Company 6905,Prospect,Suspect,Comm Rep,Netherlands,Video & Online Gaming,47,86,,Comm Rep,Match
130361,EMEACommercial,Company 6906,Prospect,Suspect,Comm Rep,United Arab Emirates,,10,57,,Comm Rep,Match
130362,EMEACommercial,Company 6907,Self Service,On Demand,Comm Rep,Netherlands,"Logistics, Transportation & Supply Chain",42,96,,Comm Rep,Match
130363,EMEACommercial,Company 6908,Prospect,Suspect,Comm Rep,Netherlands,Regional Commercial & Retail Banks,6,49,,Comm Rep,Match
130364,EMEACommercial,Company 6909,Prospect,Suspect,Comm Rep,United States,Retailers & eCommerce,15,30,,Comm Rep,Match
130365,EMEACommercial,Company 6910,Prospect,Suspect,Comm Rep,Switzerland,Wealth & Asset Management,11,77,,Comm Rep,Match
130366,EMEACommercial,Company 6911,Prospect,Suspect,Comm Rep,Netherlands,Video & Online Gaming,45,46,,Comm Rep,Match
130367,EMEACommercial,Company 6912,Prospect,Prospect,Comm Rep,Switzerland,Software - B2B,10,54,,Comm Rep,Match
130368,EMEACommercial,Company 6913,Prospect,Suspect,Comm Rep,Belgium,Media & Streaming,13,63,,Comm Rep,Match
130369,EMEACommercial,Company 6914,Self Service,On Demand,Comm Rep,Switzerland,Telco,45,80,,Comm Rep,Match
130370,EMEACommercial,Company 6915,Prospect,Suspect,Comm Rep,Netherlands,Media & Streaming,65,93,,Comm Rep,Match
130371,EMEACommercial,Company 6916,Prospect,Suspect,Comm Rep,Netherlands,Regional Commercial & Retail Banks,15,45,,Comm Rep,Match
130372,EMEACommercial,Company 6917,Self Service,On Demand,Comm Rep,Netherlands,AdTech & MarTech,2,62,,Comm Rep,Match
130373,EMEACommercial,Company 6918,Prospect,Suspect,Comm Rep,United Kingdom,Software - B2B,2,39,,Comm Rep,Match
130374,EMEACommercial,Company 6919,Prospect,Suspect,Comm Rep,Netherlands,Software - B2B,43,22,,Comm Rep,Match
130375,EMEACommercial,Company 6920,Prospect,Suspect,Comm Rep,United Kingdom,Retailers & eCommerce,66,93,,Comm Rep,Match
130376,EMEACommercial,Company 6921,Self Service,On Demand,Comm Rep,Netherlands,AdTech & MarTech,28,72,,Comm Rep,Match
130377,EMEACommercial,Company 6922,Prospect,Suspect,Comm Rep,South Africa,Regional Commercial & Retail Banks,3,43,,Comm Rep,Match
130378,EMEACommercial,Company 6923,Prospect,Suspect,Comm Rep,Netherlands,Media & Streaming,47,58,,Comm Rep,Match
130379,EMEACommercial,Company 6924,Self Service,On Demand,Comm Rep,South Africa,Software - B2C,35,96,,Comm Rep,Match
130380,EMEACommercial,Company 6925,Prospect,Suspect,Comm Rep,Belgium,,6,48,,Comm Rep,Match
130381,EMEACommercial,Company 6926,Prospect,Suspect,Comm Rep,United Kingdom,Consulting,15,52,,Comm Rep,Match
130382,EMEACommercial,Company 6927,Prospect,Suspect,Comm Rep,Netherlands,Video & Online Gaming,1,24,,Comm Rep,Match
130383,EMEACommercial,Company 6928,Prospect,Suspect,Comm Rep,Netherlands,Regional Commercial & Retail Banks,6,49,,Comm Rep,Match
130384,EMEACommercial,Company 6929,Self Service,On Demand,Comm Rep,Israel,Software - B2B,250,39,,Comm Rep,Match
130385,EMEACommercial,Company 6930,Prospect,Suspect,Comm Rep,Netherlands,Other Travel and Hospitality,1,31,,Comm Rep,Match
130386,EMEACommercial,Company 6931,Customer,On Demand,Comm Rep,United Arab Emirates,Automotive,580,73,,SDR,Mismatch
130387,EMEACommercial,Company 6932,Customer,On Demand,Comm Rep,Netherlands,Nonprofit Organization,236,84,,Comm Rep,Match
130388,EMEACommercial,Company 6933,Self Service,On Demand,Comm Rep,Netherlands,Sports & Betting,13,90,,Comm Rep,Match
130389,EMEACommercial,Company 6934,Prospect,Suspect,Comm Rep,Netherlands,Other Private Service,20,61,,Comm Rep,Match
130390,EMEACommercial,Company 6935,Prospect,Suspect,Comm Rep,Netherlands,Video & Online Gaming,178,96,,Comm Rep,Match
130391,EMEACommercial,Company 6936,Prospect,Suspect,Comm Rep,Netherlands,Healthcare Providers,1,40,,Comm Rep,Match
130392,EMEACommercial,Company 6937,Prospect,Suspect,Comm Rep,Belgium,Software - B2B,41,85,,Comm Rep,Match
130393,EMEACommercial,Company 6938,Prospect,Suspect,Comm Rep,Netherlands,Other Travel and Hospitality,84,78,,Comm Rep,Match
130394,EMEACommercial,Company 6939,Prospect,Suspect,Comm Rep,Netherlands,Software - B2B,90,89,,Comm Rep,Match
130395,EMEACommercial,Company 6940,Prospect,Suspect,Comm Rep,South Africa,Hardlines,34,91,,Comm Rep,Match
130396,EMEACommercial,Company 6941,Self Service,On Demand,Comm Rep,Israel,Software - B2B,,34,,Unknown,Mismatch
130397,EMEACommercial,Company 6942,Prospect,Suspect,Comm Rep,Netherlands,Regional Commercial & Retail Banks,52,85,,Comm Rep,Match
130398,EMEACommercial,Company 6943,Self Service,On Demand,Comm Rep,Romania,Hardlines,13,47,,Comm Rep,Match
130399,EMEACommercial,Company 6944,Prospect,Suspect,Comm Rep,Netherlands,Nonprofit Organization,2,46,,Comm Rep,Match
130400,EMEACommercial,Company 6945,Self Service,On Demand,Comm Rep,Netherlands,Entertainment Other,46,33,,Comm Rep,Match
130401,EMEACommercial,Company 6946,Prospect,Suspect,Comm Rep,South Africa,Wealth & Asset Management,4,17,,Comm Rep,Match
130402,EMEACommercial,Company 6947,Customer,On Demand,Comm Rep,Israel,Software - B2B,16,85,,Comm Rep,Match
130403,EMEACommercial,Company 6948,Self Service,Inactive,Comm Rep,Japan,Retailers & eCommerce,,57,512,Unknown,Mismatch
130404,EMEACommercial,Company 6949,Prospect,Suspect,Comm Rep,Netherlands,"Logistics, Transportation & Supply Chain",184,90,,Comm Rep,Match
130405,EMEACommercial,Company 6950,Prospect,Suspect,Comm Rep,Netherlands,Other Travel and Hospitality,1,11,,Comm Rep,Match
130406,EMEACommercial,Company 6951,Prospect,Suspect,Comm Rep,Netherlands,Software - B2B,252,63,,Comm Rep,Match
130407,EMEACommercial,Company 6952,Prospect,Suspect,Comm Rep,Netherlands,Regional Commercial & Retail Banks,41,37,,Comm Rep,Match
130408,EMEACommercial,Company 6953,Self Service,On Demand,Comm Rep,United States,"Activities, Parks, Attractions",1,31,,Comm Rep,Match
130409,EMEACommercial,Company 6954,Prospect,Suspect,Comm Rep,Belgium,Software - B2C,2,40,,Comm Rep,Match
130410,EMEACommercial,Company 6955,Prospect,Suspect,Comm Rep,Israel,,1,16,,Comm Rep,Match
130411,EMEACommercial,Company 6956,Prospect,Suspect,Comm Rep,Netherlands,Software - B2C,1,24,,Comm Rep,Match
130412,EMEACommercial,Company 6957,Prospect,Suspect,Comm Rep,Netherlands,Media & Streaming,56,82,,Comm Rep,Match
130413,EMEACommercial,Company 6958,Prospect,Suspect,Comm Rep,Switzerland,Wealth & Asset Management,1,52,,Comm Rep,Match
130414,EMEACommercial,Company 6959,Prospect,Suspect,Comm Rep,Netherlands,Media & Streaming,5,37,,Comm Rep,Match
130415,EMEACommercial,Company 6960,Prospect,Suspect,Comm Rep,Netherlands,Regional Commercial & Retail Banks,1,54,,Comm Rep,Match
130416,EMEACommercial,Company 6961,Prospect,Suspect,Comm Rep,Netherlands,Software - B2B,122,70,,Comm Rep,Match
130417,EMEACommercial,Company 6962,Prospect,Suspect,Comm Rep,Switzerland,Software - B2B,15,56,,Comm Rep,Match
