Account ID,Account Owner Region,Account Name,Type,Sub Type,Support SDR,Billing Country,Industry,Employees,Account Propensity Score (APS),Global 2000 Rank,Expected SDR Assignment ,Match/Mismatch
133789,EMEACommercial,Company 10334,Prospect,Suspect,Comm Rep,Ireland,Software - B2B,2,17,,Comm Rep,Match
133790,EMEACommercial,Company 10335,Prospect,Suspect,Comm Rep,Ireland,Software - B2B,4,45,,Comm Rep,Match
133791,EMEACommercial,Company 10336,Prospect,Suspect,Comm Rep,United Kingdom,Software - B2B,,25,,Unknown,Mismatch
133792,EMEACommercial,Company 10337,Prospect,Suspect,Comm Rep,United Kingdom,Software - B2B,700,95,,SDR,Mismatch
133793,EMEACommercial,Company 10338,Prospect,Suspect,Comm Rep,United Kingdom,AdTech & MarTech,46,66,,Comm Rep,Match
133794,EMEACommercial,Company 10339,Prospect,Suspect,Comm Rep,United Kingdom,Healthcare Providers,243,43,,Comm Rep,Match
133795,EMEACommercial,Company 10340,Prospect,Suspect,Comm Rep,United Kingdom,Software - B2B,190,98,,Comm Rep,Match
133796,EMEACommercial,Company 10341,Prospect,Suspect,Comm Rep,United Kingdom,Software - B2B,,39,,Unknown,Mismatch
133797,EMEACommercial,Company 10342,Prospect,Suspect,Comm Rep,United Kingdom,"Grocery, Consumables, Food & Beverage",343,86,,Comm Rep,Match
133798,EMEACommercial,Company 10343,Prospect,Suspect,Comm Rep,Ireland,Software - B2B,2,45,,Comm Rep,Match
133799,EMEACommercial,Company 10344,Prospect,Suspect,Comm Rep,United Kingdom,Software - B2B,13,5,,Comm Rep,Match
133800,EMEACommercial,Company 10345,Prospect,Suspect,Comm Rep,United Kingdom,"Grocery, Consumables, Food & Beverage",90,21,,Comm Rep,Match
133801,EMEACommercial,Company 10346,Prospect,Suspect,Comm Rep,United Kingdom,Automotive,20,17,,Comm Rep,Match
133802,EMEACommercial,Company 10347,Prospect,Suspect,Comm Rep,Ireland,Software - B2B,32,62,47,Comm Rep,Match
133803,EMEACommercial,Company 10348,Prospect,Suspect,Comm Rep,United Kingdom,Software - B2B,354,91,,Comm Rep,Match
133804,EMEACommercial,Company 10349,Prospect,Suspect,Comm Rep,United Kingdom,Software - B2B,1,69,,Comm Rep,Match
133805,EMEACommercial,Company 10350,Prospect,Suspect,Comm Rep,United Kingdom,"Travel Tech, OTAs and TMCs",195,86,,Comm Rep,Match
133806,EMEACommercial,Company 10351,Prospect,Suspect,Comm Rep,United Kingdom,Software - B2B,15,69,,Comm Rep,Match
133807,EMEACommercial,Company 10352,Prospect,Suspect,Comm Rep,United Kingdom,Softlines,132,88,,Comm Rep,Match
133808,EMEACommercial,Company 10353,Self Service,On Demand,Comm Rep,United Kingdom,,,67,,Unknown,Mismatch
133809,EMEACommercial,Company 10354,Prospect,Suspect,Comm Rep,United Kingdom,Regional Commercial & Retail Banks,,25,,Unknown,Mismatch
133810,EMEACommercial,Company 10355,Prospect,Suspect,Comm Rep,Ireland,Software - B2B,3,70,,Comm Rep,Match
133811,EMEACommercial,Company 10356,Prospect,Suspect,Comm Rep,United Kingdom,,86,38,,Comm Rep,Match
133812,EMEACommercial,Company 10357,Prospect,Suspect,Comm Rep,United Kingdom,,23,34,,Comm Rep,Match
133813,EMEACommercial,Company 10358,Prospect,Suspect,Comm Rep,United Kingdom,,378,82,,Comm Rep,Match
133814,EMEACommercial,Company 10359,Prospect,Suspect,Comm Rep,United Kingdom,Software - B2B,11,31,,Comm Rep,Match
133815,EMEACommercial,Company 10360,Prospect,Suspect,Comm Rep,United Kingdom,Software - B2B,13,79,,Comm Rep,Match
133816,EMEACommercial,Company 10361,Prospect,Suspect,Comm Rep,United Kingdom,Software - B2B,36,63,,Comm Rep,Match
133817,EMEACommercial,Company 10362,Self Service,On Demand,Comm Rep,United Kingdom,Wealth & Asset Management,,95,,Unknown,Mismatch
133818,EMEACommercial,Company 10363,Prospect,Suspect,Comm Rep,United Kingdom,Software - B2B,1695,85,,SDR,Mismatch
133819,EMEACommercial,Company 10364,Prospect,Suspect,Comm Rep,United Kingdom,Software - B2B,4,17,1870,Comm Rep,Match
133820,EMEACommercial,Company 10365,Prospect,Suspect,Comm Rep,United Kingdom,Software - B2B,12,1,1123,Comm Rep,Match
133821,EMEACommercial,Company 10366,Prospect,Suspect,Comm Rep,United Kingdom,Software - B2B,281,60,,Comm Rep,Match
133822,EMEACommercial,Company 10367,Prospect,Suspect,Comm Rep,United Kingdom,Other Travel and Hospitality,192,94,,Comm Rep,Match
133823,EMEACommercial,Company 10368,Prospect,Suspect,Comm Rep,United Kingdom,Software - B2C,133,43,,Comm Rep,Match
133824,EMEACommercial,Company 10369,Prospect,Suspect,Comm Rep,United Kingdom,Softlines,416,93,,Comm Rep,Match
133825,EMEACommercial,Company 10370,Prospect,Suspect,Comm Rep,United Kingdom,Softlines,416,92,,Comm Rep,Match
133826,EMEACommercial,Company 10371,Prospect,Suspect,Comm Rep,United Kingdom,Software - B2B,200,78,,Comm Rep,Match
133827,EMEACommercial,Company 10372,Prospect,Suspect,Comm Rep,United Kingdom,Software - B2B,76,45,,Comm Rep,Match
133828,EMEACommercial,Company 10373,Prospect,Suspect,Comm Rep,United Kingdom,Software - B2B,234,84,,Comm Rep,Match
133829,EMEACommercial,Company 10374,Prospect,Suspect,Comm Rep,United Kingdom,Software - B2B,49,65,,Comm Rep,Match
133830,EMEACommercial,Company 10375,Prospect,Suspect,Comm Rep,United Kingdom,Insurance,304,93,,Comm Rep,Match
133831,EMEACommercial,Company 10376,Prospect,Suspect,Comm Rep,United Kingdom,Professional Services,35,12,,Comm Rep,Match
133832,EMEACommercial,Company 10377,Prospect,Suspect,Comm Rep,United Kingdom,Software - B2B,1695,85,,SDR,Mismatch
133833,EMEACommercial,Company 10378,Self Service,On Demand,Comm Rep,Ireland,Software - B2B,3200,30,158,SDR,Mismatch
133834,EMEACommercial,Company 10379,Prospect,Suspect,Comm Rep,United Kingdom,Automotive,9800,77,,SDR,Mismatch
133835,EMEACommercial,Company 10380,Prospect,Suspect,Comm Rep,United Kingdom,Software - B2B,203,58,,Comm Rep,Match
133836,EMEACommercial,Company 10381,Prospect,Suspect,Comm Rep,United Kingdom,Software - B2B,37,47,,Comm Rep,Match
133837,EMEACommercial,Company 10382,Prospect,Suspect,Comm Rep,United Kingdom,Other Travel and Hospitality,10,42,,Comm Rep,Match
133838,EMEACommercial,Company 10383,Prospect,Suspect,Comm Rep,United Kingdom,Software - B2B,377,94,,Comm Rep,Match
133839,EMEACommercial,Company 10384,Prospect,Suspect,Comm Rep,United Kingdom,Regional Commercial & Retail Banks,184,83,,Comm Rep,Match
133840,EMEACommercial,Company 10385,Prospect,Suspect,Comm Rep,United Kingdom,Life Sciences,166,81,,Comm Rep,Match
133841,EMEACommercial,Company 10386,Prospect,Suspect,Comm Rep,Ireland,Software - B2B,52,38,,Comm Rep,Match
133842,EMEACommercial,Company 10387,Prospect,Suspect,Comm Rep,United Kingdom,Consulting,218,71,,Comm Rep,Match
133843,EMEACommercial,Company 10388,Self Service,On Demand,Comm Rep,United Kingdom,"Activities, Parks, Attractions",202,96,,Comm Rep,Match
133844,EMEACommercial,Company 10389,Prospect,Suspect,Comm Rep,United Kingdom,Software - B2B,1,18,,Comm Rep,Match
133845,EMEACommercial,Company 10390,Prospect,Suspect,Comm Rep,United Kingdom,Software - B2B,333,62,,Comm Rep,Match
133846,EMEACommercial,Company 10391,Prospect,Suspect,Comm Rep,United Kingdom,Software - B2C,1,33,,Comm Rep,Match
133847,EMEACommercial,Company 10392,Prospect,Suspect,Comm Rep,United Kingdom,Life Sciences Tech,,22,,Unknown,Mismatch
133848,EMEACommercial,Company 10393,Prospect,Suspect,Comm Rep,United Kingdom,Professional Services,358,67,,Comm Rep,Match
133849,EMEACommercial,Company 10394,Prospect,Suspect,Comm Rep,United Kingdom,Software - B2B,18,91,,Comm Rep,Match
133850,EMEACommercial,Company 10395,Prospect,Suspect,Comm Rep,United Kingdom,Software - B2B,131,89,,Comm Rep,Match
133851,EMEACommercial,Company 10396,Prospect,Suspect,Comm Rep,United Kingdom,Regional Commercial & Retail Banks,295,100,,Comm Rep,Match
133852,EMEACommercial,Company 10397,Prospect,Suspect,Comm Rep,United Kingdom,Software - B2B,3293,71,,SDR,Mismatch
133853,EMEACommercial,Company 10398,Prospect,Suspect,Comm Rep,United Kingdom,Hardlines,188,94,,Comm Rep,Match
133854,EMEACommercial,Company 10399,Prospect,Suspect,Comm Rep,United Kingdom,Media & Streaming,333,89,,Comm Rep,Match
133855,EMEACommercial,Company 10400,Prospect,Prospect,Comm Rep,United Kingdom,Telco,331,97,,Comm Rep,Match
133856,EMEACommercial,Company 10401,Prospect,Suspect,Comm Rep,United Kingdom,Software - B2B,207,76,,Comm Rep,Match
133857,EMEACommercial,Company 10402,Prospect,Suspect,Comm Rep,United Kingdom,Construction,5483,63,,SDR,Mismatch
133858,EMEACommercial,Company 10403,Prospect,Prospect,Comm Rep,United Kingdom,Regional Commercial & Retail Banks,414,91,,Comm Rep,Match
133859,EMEACommercial,Company 10404,Prospect,Suspect,Comm Rep,United Kingdom,Regional Commercial & Retail Banks,37,44,,Comm Rep,Match
133860,EMEACommercial,Company 10405,Prospect,Suspect,Comm Rep,United Kingdom,AdTech & MarTech,186,83,,Comm Rep,Match
133861,EMEACommercial,Company 10406,Prospect,Suspect,Comm Rep,United Kingdom,Healthcare Providers,225,54,,Comm Rep,Match
133862,EMEACommercial,Company 10407,Self Service,On Demand,Comm Rep,United Kingdom,"Logistics, Transportation & Supply Chain",,59,,Unknown,Mismatch
133863,EMEACommercial,Company 10408,Prospect,Suspect,Comm Rep,United Kingdom,Media & Streaming,180,80,,Comm Rep,Match
133864,EMEACommercial,Company 10409,Prospect,Suspect,Comm Rep,United Kingdom,,7,40,,Comm Rep,Match
133865,EMEACommercial,Company 10410,Prospect,Suspect,Comm Rep,United Kingdom,AdTech & MarTech,799,96,,SDR,Mismatch
133866,EMEACommercial,Company 10411,Prospect,Suspect,Comm Rep,United Kingdom,Wealth & Asset Management,9,47,,Comm Rep,Match
133867,EMEACommercial,Company 10412,Prospect,Suspect,Comm Rep,United Kingdom,Software - B2B,3,39,,Comm Rep,Match
133868,EMEACommercial,Company 10413,Prospect,Suspect,Comm Rep,United Kingdom,Software - B2B,3,42,,Comm Rep,Match
133869,EMEACommercial,Company 10414,Prospect,Suspect,Comm Rep,United Kingdom,Retailers & eCommerce,13,20,,Comm Rep,Match
133870,EMEACommercial,Company 10415,Prospect,Suspect,Comm Rep,United Kingdom,Software - B2B,594,92,,SDR,Mismatch
133871,EMEACommercial,Company 10416,Prospect,Suspect,Comm Rep,United Kingdom,Software - B2B,239,69,,Comm Rep,Match
133872,EMEACommercial,Company 10417,Customer,On Demand,Comm Rep,United Kingdom,Retailers & eCommerce,17,80,,Comm Rep,Match
133873,EMEACommercial,Company 10418,Prospect,Suspect,Comm Rep,United Kingdom,Consulting,4848,76,,SDR,Mismatch
133874,EMEACommercial,Company 10419,Self Service,On Demand,Comm Rep,United Kingdom,"Travel Tech, OTAs and TMCs",2618,52,,SDR,Mismatch
133875,EMEACommercial,Company 10420,Prospect,Suspect,Comm Rep,United Kingdom,Regional Commercial & Retail Banks,3,25,,Comm Rep,Match
133876,EMEACommercial,Company 10421,Prospect,Suspect,Comm Rep,United Kingdom,Regional Commercial & Retail Banks,18,76,,Comm Rep,Match
133877,EMEACommercial,Company 10422,Prospect,Suspect,Comm Rep,United Kingdom,Regional Commercial & Retail Banks,48,44,,Comm Rep,Match
133878,EMEACommercial,Company 10423,Prospect,Suspect,Comm Rep,United Kingdom,Regional Commercial & Retail Banks,1008,43,,SDR,Mismatch
133879,EMEACommercial,Company 10424,Customer,On Demand,Comm Rep,United Kingdom,Telco,3,72,,Comm Rep,Match
133880,EMEACommercial,Company 10425,Customer,On Demand,Comm Rep,United Kingdom,"Grocery, Consumables, Food & Beverage",9,65,,Comm Rep,Match
133881,EMEACommercial,Company 10426,Prospect,Suspect,Comm Rep,United Kingdom,Other Private Service,171,70,,Comm Rep,Match
133882,EMEACommercial,Company 10427,Self Service,On Demand,Comm Rep,United States,Regional Commercial & Retail Banks,20,90,,Comm Rep,Match
133883,EMEACommercial,Company 10428,Customer,On Demand,Comm Rep,United Kingdom,Software - B2B,23,88,,Comm Rep,Match
133884,EMEACommercial,Company 10429,Prospect,Suspect,Comm Rep,United Kingdom,Professional Services,171,72,,Comm Rep,Match
133885,EMEACommercial,Company 10430,Prospect,Suspect,Comm Rep,United Kingdom,Regional Commercial & Retail Banks,171,76,,Comm Rep,Match
133886,EMEACommercial,Company 10431,Customer,On Demand,Comm Rep,United Kingdom,"Oil & Gas, Chemicals, and Mining",3157,90,,SDR,Mismatch
133887,EMEACommercial,Company 10432,Prospect,Suspect,Comm Rep,United Kingdom,Video & Online Gaming,97,93,,Comm Rep,Match
133888,EMEACommercial,Company 10433,Customer,On Demand,Comm Rep,United Kingdom,Software - B2B,8,70,,Comm Rep,Match
133889,EMEACommercial,Company 10434,Prospect,Suspect,Comm Rep,United Kingdom,Software - B2B,449,92,,Comm Rep,Match
133890,EMEACommercial,Company 10435,Prospect,Suspect,Comm Rep,United Kingdom,Regional Commercial & Retail Banks,101,85,,Comm Rep,Match
133891,EMEACommercial,Company 10436,Prospect,Suspect,Comm Rep,Ireland,Wealth & Asset Management,6,38,,Comm Rep,Match
133892,EMEACommercial,Company 10437,Prospect,Suspect,Comm Rep,Ireland,Construction,7,38,,Comm Rep,Match
133893,EMEACommercial,Company 10438,Prospect,Suspect,Comm Rep,Ireland,Software - B2B,3,16,,Comm Rep,Match
133894,EMEACommercial,Company 10439,Prospect,Suspect,Comm Rep,Ireland,Software - B2B,2,16,,Comm Rep,Match
133895,EMEACommercial,Company 10440,Prospect,Suspect,Comm Rep,Ireland,Hardlines,3,12,,Comm Rep,Match
133896,EMEACommercial,Company 10441,Prospect,Suspect,Comm Rep,Ireland,Media & Streaming,1,10,,Comm Rep,Match
133897,EMEACommercial,Company 10442,Prospect,Suspect,Comm Rep,Ireland,Software - B2C,134,27,,Comm Rep,Match
133898,EMEACommercial,Company 10443,Prospect,Suspect,Comm Rep,Ireland,,1,22,,Comm Rep,Match
133899,EMEACommercial,Company 10444,Prospect,Suspect,Comm Rep,United Kingdom,Software - B2B,2,24,,Comm Rep,Match
133900,EMEACommercial,Company 10445,Prospect,Suspect,Comm Rep,United Kingdom,Wealth & Asset Management,138,19,,Comm Rep,Match
133901,EMEACommercial,Company 10446,Prospect,Suspect,Comm Rep,Ireland,"Grocery, Consumables, Food & Beverage",,1,,Unknown,Mismatch
133902,EMEACommercial,Company 10447,Self Service,On Demand,Comm Rep,United Kingdom,Softlines,,31,,Unknown,Mismatch
133903,EMEACommercial,Company 10448,Prospect,Suspect,Comm Rep,Ireland,Software - B2B,2,8,,Comm Rep,Match
133904,EMEACommercial,Company 10449,Prospect,Suspect,Comm Rep,Ireland,,4,74,,Comm Rep,Match
133905,EMEACommercial,Company 10450,Prospect,Suspect,Comm Rep,United Kingdom,Accounting,518,61,,SDR,Mismatch
133906,EMEACommercial,Company 10451,Prospect,Prospect,Comm Rep,United Kingdom,Regional Commercial & Retail Banks,2,19,,Comm Rep,Match
133907,EMEACommercial,Company 10452,Prospect,Suspect,Comm Rep,United Kingdom,Automotive,10400,84,198,SDR,Mismatch
133908,EMEACommercial,Company 10453,Prospect,Suspect,Comm Rep,United Kingdom,AdTech & MarTech,505,80,,SDR,Mismatch
133909,EMEACommercial,Company 10454,Prospect,Suspect,Comm Rep,United Kingdom,Software - B2B,1,76,,Comm Rep,Match
133910,EMEACommercial,Company 10455,Prospect,Suspect,Comm Rep,United Kingdom,Software - B2B,24,21,,Comm Rep,Match
133911,EMEACommercial,Company 10456,Prospect,Suspect,Comm Rep,Ireland,Consulting,4072,87,,SDR,Mismatch
133912,EMEACommercial,Company 10457,Prospect,Suspect,Comm Rep,United Kingdom,Regional Commercial & Retail Banks,251,98,,Comm Rep,Match
133913,EMEACommercial,Company 10458,Self Service,On Demand,Comm Rep,United Kingdom,Agencies,,92,,Unknown,Mismatch
133914,EMEACommercial,Company 10459,Self Service,On Demand,Comm Rep,United Kingdom,Software - B2C,55,70,,Comm Rep,Match
133915,EMEACommercial,Company 10460,Prospect,Suspect,Comm Rep,United Kingdom,,557,78,,SDR,Mismatch
133916,EMEACommercial,Company 10461,Prospect,Suspect,Comm Rep,United Kingdom,Software - B2B,99,65,,Comm Rep,Match
133917,EMEACommercial,Company 10462,Prospect,Suspect,Comm Rep,United Kingdom,Regional Commercial & Retail Banks,649,82,,SDR,Mismatch
133918,EMEACommercial,Company 10463,Prospect,Suspect,Comm Rep,United Kingdom,Software - B2B,190,96,,Comm Rep,Match
133919,EMEACommercial,Company 10464,Prospect,Suspect,Comm Rep,United Kingdom,Software - B2B,6,29,,Comm Rep,Match
133920,EMEACommercial,Company 10465,Prospect,Suspect,Comm Rep,United Kingdom,Retailers & eCommerce,53,33,,Comm Rep,Match
133921,EMEACommercial,Company 10466,Prospect,Suspect,Comm Rep,United Kingdom,Software - B2B,131,89,,Comm Rep,Match
133922,EMEACommercial,Company 10467,Prospect,Suspect,Comm Rep,United Kingdom,,35,55,,Comm Rep,Match
133923,EMEACommercial,Company 10468,Self Service,On Demand,Comm Rep,United Kingdom,Software - B2B,,90,,Unknown,Mismatch
133924,EMEACommercial,Company 10469,Self Service,On Demand,Comm Rep,United Kingdom,Media & Streaming,,82,,Unknown,Mismatch
133925,EMEACommercial,Company 10470,Self Service,On Demand,Comm Rep,United Kingdom,Agencies,,86,,Unknown,Mismatch
133926,EMEACommercial,Company 10471,Prospect,Suspect,Comm Rep,United Kingdom,Regional Commercial & Retail Banks,406,92,,Comm Rep,Match
133927,EMEACommercial,Company 10472,Prospect,Suspect,Comm Rep,United Kingdom,Regional Commercial & Retail Banks,649,87,,SDR,Mismatch
133928,EMEACommercial,Company 10473,Prospect,Suspect,Comm Rep,United Kingdom,Software - B2B,5,33,,Comm Rep,Match
133929,EMEACommercial,Company 10474,Prospect,Suspect,Comm Rep,United Kingdom,Software - B2B,381,88,,Comm Rep,Match
133930,EMEACommercial,Company 10475,Prospect,Suspect,Comm Rep,United Kingdom,Retailers & eCommerce,169,75,,Comm Rep,Match
133931,EMEACommercial,Company 10476,Prospect,Suspect,Comm Rep,United Kingdom,Software - B2B,182,74,,Comm Rep,Match
133932,EMEACommercial,Company 10477,Prospect,Suspect,Comm Rep,United Kingdom,"Airlines, Car, Rail, Cruise, Bus",233,90,,Comm Rep,Match
133933,EMEACommercial,Company 10478,Self Service,On Demand,Comm Rep,United Kingdom,Consulting,,90,,Unknown,Mismatch
133934,EMEACommercial,Company 10479,Prospect,Suspect,Comm Rep,United Kingdom,Software - B2C,14,56,,Comm Rep,Match
133935,EMEACommercial,Company 10480,Prospect,Suspect,Comm Rep,United Kingdom,Software - B2B,272,70,,Comm Rep,Match
133936,EMEACommercial,Company 10481,Prospect,Suspect,Comm Rep,United Kingdom,Software - B2B,12,23,,Comm Rep,Match
133937,EMEACommercial,Company 10482,Prospect,Suspect,Comm Rep,United Kingdom,Software - B2C,21,6,1123,Comm Rep,Match
133938,EMEACommercial,Company 10483,Prospect,Suspect,Comm Rep,United Kingdom,Consulting,4,17,,Comm Rep,Match
133939,EMEACommercial,Company 10484,Prospect,Suspect,Comm Rep,United Kingdom,Media & Streaming,294,97,,Comm Rep,Match
133940,EMEACommercial,Company 10485,Prospect,Suspect,Comm Rep,United Kingdom,Software - B2B,540,88,,SDR,Mismatch
133941,EMEACommercial,Company 10486,Prospect,Suspect,Comm Rep,United Kingdom,Technology Hardware,300,73,,Comm Rep,Match
133942,EMEACommercial,Company 10487,Self Service,On Demand,Comm Rep,United Kingdom,Software - B2B,386,78,,Comm Rep,Match
133943,EMEACommercial,Company 10488,Prospect,Suspect,Comm Rep,United Kingdom,Consulting,125,34,,Comm Rep,Match
133944,EMEACommercial,Company 10489,Prospect,Suspect,Comm Rep,United Kingdom,"Logistics, Transportation & Supply Chain",218,78,,Comm Rep,Match
133945,EMEACommercial,Company 10490,Self Service,On Demand,Comm Rep,United Kingdom,"Logistics, Transportation & Supply Chain",68,59,,Comm Rep,Match
133946,EMEACommercial,Company 10491,Prospect,Suspect,Comm Rep,United Kingdom,Retailers & eCommerce,207,80,,Comm Rep,Match
133947,EMEACommercial,Company 10492,Prospect,Suspect,Comm Rep,United Kingdom,Automotive,91,52,,Comm Rep,Match
133948,EMEACommercial,Company 10493,Prospect,Suspect,Comm Rep,United Kingdom,Regional Commercial & Retail Banks,170,67,,Comm Rep,Match
133949,EMEACommercial,Company 10494,Prospect,Suspect,Comm Rep,United Kingdom,Software - B2B,208,62,,Comm Rep,Match
133950,EMEACommercial,Company 10495,Prospect,Suspect,Comm Rep,United Kingdom,Software - B2B,70,20,,Comm Rep,Match
133951,EMEACommercial,Company 10496,Prospect,Suspect,Comm Rep,United Kingdom,Consulting,77,17,,Comm Rep,Match
133952,EMEACommercial,Company 10497,Prospect,Suspect,Comm Rep,United Kingdom,Software - B2B,53,50,1123,Comm Rep,Match
133953,EMEACommercial,Company 10498,Prospect,Suspect,Comm Rep,United Kingdom,Regional Commercial & Retail Banks,226,88,,Comm Rep,Match
133954,EMEACommercial,Company 10499,Prospect,Suspect,Comm Rep,United Kingdom,Software - B2B,363,48,,Comm Rep,Match
133955,EMEACommercial,Company 10500,Prospect,Suspect,Comm Rep,United Kingdom,Software - B2B,65,65,,Comm Rep,Match
133956,EMEACommercial,Company 10501,Prospect,Suspect,Comm Rep,United Kingdom,Software - B2B,260,85,,Comm Rep,Match
133957,EMEACommercial,Company 10502,Prospect,Suspect,Comm Rep,United Kingdom,"Travel Tech, OTAs and TMCs",239,79,,Comm Rep,Match
133958,EMEACommercial,Company 10503,Prospect,Suspect,Comm Rep,United Kingdom,Regional Commercial & Retail Banks,1,48,,Comm Rep,Match
133959,EMEACommercial,Company 10504,Prospect,Suspect,Comm Rep,United Kingdom,"Airlines, Car, Rail, Cruise, Bus",23,20,,Comm Rep,Match
133960,EMEACommercial,Company 10505,Self Service,On Demand,Comm Rep,United Kingdom,Professional Services,1538,93,,SDR,Mismatch
133961,EMEACommercial,Company 10506,Prospect,Suspect,Comm Rep,United Kingdom,Software - B2B,95,67,,Comm Rep,Match
133962,EMEACommercial,Company 10507,Prospect,Suspect,Comm Rep,United Kingdom,Software - B2B,26,47,1123,Comm Rep,Match
133963,EMEACommercial,Company 10508,Prospect,Suspect,Comm Rep,United Kingdom,Software - B2B,187,77,,Comm Rep,Match
133964,EMEACommercial,Company 10509,Prospect,Suspect,Comm Rep,United Kingdom,Health Tech,22,24,,Comm Rep,Match
133965,EMEACommercial,Company 10510,Prospect,Suspect,Comm Rep,United Kingdom,Software - B2B,6,27,,Comm Rep,Match
133966,EMEACommercial,Company 10511,Self Service,On Demand,Comm Rep,United Kingdom,"Logistics, Transportation & Supply Chain",258,56,,Comm Rep,Match
133967,EMEACommercial,Company 10512,Prospect,Suspect,Comm Rep,United Kingdom,Software - B2B,182,73,,Comm Rep,Match
133968,EMEACommercial,Company 10513,Self Service,On Demand,Comm Rep,United Kingdom,Retailers & eCommerce,,34,,Unknown,Mismatch
133969,EMEACommercial,Company 10514,Self Service,On Demand,Comm Rep,United Kingdom,Retailers & eCommerce,1,31,,Comm Rep,Match
133970,EMEACommercial,Company 10515,Prospect,Suspect,Comm Rep,United Kingdom,Nonprofit Organization,121,48,,Comm Rep,Match
133971,EMEACommercial,Company 10516,Prospect,Suspect,Comm Rep,United Kingdom,Regional Commercial & Retail Banks,237,88,,Comm Rep,Match
133972,EMEACommercial,Company 10517,Prospect,Suspect,Comm Rep,United Kingdom,Software - B2B,4,27,,Comm Rep,Match
133973,EMEACommercial,Company 10518,Prospect,Suspect,Comm Rep,United Kingdom,Software - B2B,643,79,,SDR,Mismatch
133974,EMEACommercial,Company 10519,Prospect,Suspect,Comm Rep,United Kingdom,,,50,,Unknown,Mismatch
133975,EMEACommercial,Company 10520,Prospect,Suspect,Comm Rep,United Kingdom,Power & Utilities,193,96,,Comm Rep,Match
133976,EMEACommercial,Company 10521,Self Service,On Demand,Comm Rep,United Kingdom,Software - B2B,185,89,,Comm Rep,Match
133977,EMEACommercial,Company 10522,Prospect,Suspect,Comm Rep,United Kingdom,Agencies,1925,78,,SDR,Mismatch
133978,EMEACommercial,Company 10523,Prospect,Suspect,Comm Rep,United Kingdom,Software - B2B,666,82,,SDR,Mismatch
133979,EMEACommercial,Company 10524,Prospect,Suspect,Comm Rep,United Kingdom,Software - B2B,3,96,,Comm Rep,Match
133980,EMEACommercial,Company 10525,Prospect,Suspect,Comm Rep,Ireland,Hardlines,220,74,,Comm Rep,Match
133981,EMEACommercial,Company 10526,Self Service,On Demand,Comm Rep,United Kingdom,Software - B2B,,57,,Unknown,Mismatch
133982,EMEACommercial,Company 10527,Prospect,Suspect,Comm Rep,United Kingdom,Software - B2C,282,81,,Comm Rep,Match
133983,EMEACommercial,Company 10528,Prospect,Suspect,Comm Rep,United Kingdom,Professional Services,196,47,,Comm Rep,Match
133984,EMEACommercial,Company 10529,Self Service,On Demand,Comm Rep,United Kingdom,Software - B2B,,56,,Unknown,Mismatch
133985,EMEACommercial,Company 10530,Prospect,Prospect,Comm Rep,United Kingdom,"Activities, Parks, Attractions",259,85,,Comm Rep,Match
133986,EMEACommercial,Company 10531,Self Service,On Demand,Comm Rep,United Kingdom,Software - B2B,,93,,Unknown,Mismatch
133987,EMEACommercial,Company 10532,Self Service,On Demand,Comm Rep,United Kingdom,Software - B2B,,56,,Unknown,Mismatch
133988,EMEACommercial,Company 10533,Prospect,Suspect,Comm Rep,United Kingdom,Industrial Goods,166,69,,Comm Rep,Match
133989,EMEACommercial,Company 10534,Self Service,On Demand,Comm Rep,United Kingdom,Regional Commercial & Retail Banks,,97,,Unknown,Mismatch
133990,EMEACommercial,Company 10535,Prospect,Suspect,Comm Rep,United Kingdom,Retailers & eCommerce,249,84,,Comm Rep,Match
133991,EMEACommercial,Company 10536,Self Service,On Demand,Comm Rep,United Kingdom,"Grocery, Consumables, Food & Beverage",,64,,Unknown,Mismatch
133992,EMEACommercial,Company 10537,Self Service,On Demand,Comm Rep,United Kingdom,,4300,79,,SDR,Mismatch
133993,EMEACommercial,Company 10538,Prospect,Suspect,Comm Rep,United Kingdom,"Logistics, Transportation & Supply Chain",857,92,,SDR,Mismatch
133994,EMEACommercial,Company 10539,Prospect,Suspect,Comm Rep,United Kingdom,Retailers & eCommerce,,11,,Unknown,Mismatch
133995,EMEACommercial,Company 10540,Prospect,Suspect,Comm Rep,United Kingdom,Automotive,1,16,,Comm Rep,Match
133996,EMEACommercial,Company 10541,Prospect,Suspect,Comm Rep,United Kingdom,Hardlines,152,83,,Comm Rep,Match
133997,EMEACommercial,Company 10542,Self Service,On Demand,Comm Rep,United Kingdom,Software - B2B,49,89,,Comm Rep,Match
133998,EMEACommercial,Company 10543,Prospect,Suspect,Comm Rep,South Africa,Consulting,10,50,,Comm Rep,Match
133999,EMEACommercial,Company 10544,Prospect,Prospect,Comm Rep,United Kingdom,Regional Commercial & Retail Banks,5,53,,Comm Rep,Match
134000,EMEACommercial,Company 10545,Prospect,Suspect,Comm Rep,United Kingdom,Regional Commercial & Retail Banks,33,33,,Comm Rep,Match
134001,EMEACommercial,Company 10546,Prospect,Suspect,Comm Rep,United Kingdom,Software - B2B,82,69,,Comm Rep,Match
134002,EMEACommercial,Company 10547,Prospect,Suspect,Comm Rep,United Kingdom,,11,49,,Comm Rep,Match
134003,EMEACommercial,Company 10548,Prospect,Suspect,Comm Rep,United Kingdom,Retailers & eCommerce,175,86,,Comm Rep,Match
